"genres","24"
"max_rating","8.9"
"countries","78"
"runtime_min","8.0"
"runtime_sum","269348.0"
"languages","84"
"movies","3700"
"directors","3141"
"writers","4497"
"actors","10236"
"min_rating","1.0"
"runtime_average","95.4119730783"
"runtime_max","720.0"
"average_rating","5.97584998247"
