"Drama","1516"
"Comedy","993"
"Romance","423"
"Action","365"
"Thriller","327"
"Crime","252"
"Horror","193"
"Adventure","162"
"Family","123"
"Mystery","112"
"Fantasy","108"
"Sci-Fi","78"
"Animation","70"
"Musical","49"
"War","40"
"Music","30"
"Biography","29"
"History","25"
"Sport","17"
"Western","15"
"Adult","2"
"Short","1"
"News","1"
